Gene ID	Gene Name	HUP-T4	KLM-1	MIA Paca-2	PK-45H	PK-45P	PK-59	PK-8	TCC-PAN2	YAPC
ENSG00000257875	RP11-263K4.1	0.1			0.1			0.2		
ENSG00000257878	RP11-256L6.3							0.1		
ENSG00000257884	RP11-597A11.4			0.1						
ENSG00000257886	RP11-61E11.1		0.1					0.1	0.2	
ENSG00000257890	RP11-114F10.2				0.2		0.4	0.2	0.1	
ENSG00000257894	RP1-78O14.1	0.5	0.7	0.6	0.7	0.6	0.5	0.7	0.5	0.3
ENSG00000257896	RP11-210N13.1	0.1	0.1	0.1	0.3	0.1	0.1	0.2	0.1	
ENSG00000257900	RP11-454K7.1	1	10	0.1	0.5	0.6	0.9	0.4	0.7	0.9
ENSG00000257905	RP3-432I18.1				0.1					
ENSG00000257906	RP1-90J4.1		0.1	0.1	0.1		0.1	0.2		0.1
ENSG00000257910	RP11-461F16.3		0.1					0.1		
ENSG00000257913	RP11-386G11.5	0.4	0.1		0.3	0.3	0.4	0.1	0.3	0.2
ENSG00000257918	RP11-482D24.3		0.2	0.1	0.1	0.1	0.3	0.1		0.1
ENSG00000257921	RP11-571M6.15	0.1		0.1	0.1	0.2	0.1		0.1	
ENSG00000257923	CUX1	9	4	6	5	12	8	9	9	11
ENSG00000257924	RP11-493L12.5				0.1		0.1			
ENSG00000257925	RP11-493L12.3	0.3				0.2	0.1	4	0.1	0.3
ENSG00000257927	MRPS36P5		0.1		0.1					0.3
ENSG00000257940	RP11-248E9.6	0.4	0.1	0.2	0.3	0.3	0.3	0.2	0.4	0.2
ENSG00000257941	RP11-290L1.4	0.1	0.2	0.1	0.1	0.1	0.2	0.1	0.1	
ENSG00000257947	RP11-46I1.1				0.1	0.1		0.2	0.1	
ENSG00000257948	RP11-123M21.1			0.1						
ENSG00000257949	TEN1	0.1			0.1			0.1	0.1	0.1
ENSG00000257950	P2RX5-TAX1BP3	0.2	0.2	0.3	0.3	0.2	0.3	0.3	0.2	0.2
ENSG00000257951	RP11-554D14.4		0.3							
ENSG00000257953	RP11-620J15.1		0.1	0.1	0.2	0.1		0.1		0.2
ENSG00000257954	RP11-161H23.10	0.1	0.3	0.3	0.2	0.1		0.2	0.4	0.1
ENSG00000257956	NOP56P3	0.3	0.2	0.1	0.3	0.2	0.1	0.2		
ENSG00000257957	QRSL1P3		0.1	0.1						
ENSG00000257964	RP11-133N21.10	0.1	0.1	0.1		0.1		0.3	0.1	
ENSG00000257966	OLA1P3	0.2	0.1	0.1	0.2	0.2	0.1	0.1	0.2	0.1
ENSG00000257987	LINC00935	0.4					0.1		0.1	
ENSG00000257989	RP1-288H2.2						0.1			
ENSG00000257991	RP11-2H8.3							0.1		
ENSG00000257999	RP11-61E11.2		0.1	0.1			0.1	0.1		
ENSG00000258001	RP11-756H6.1		0.1	0.4	0.1	0.1	0.1	0.1	0.1	
ENSG00000258010	RP11-210M15.1									0.1
ENSG00000258011	HMGA1P3		0.2		0.1	0.2	0.3	0.1	0.2	0.5
ENSG00000258013	RPL3P13							0.1		
ENSG00000258017	RP11-386G11.10		0.1		0.2	0.1		0.1	0.1	
ENSG00000258034	RP11-493P1.2	0.1	0.1		0.1	0.1			0.2	
ENSG00000258036	KRT125P						0.1			
ENSG00000258044	RP11-530C5.2						0.1	0.1		
ENSG00000258045	Metazoa_SRP	0.2	0.2			0.2	0.1	0.1	0.1	0.2
ENSG00000258048	RP11-530C5.1	6	1	0.3	6	2	6	3	0.9	3
ENSG00000258050	RP11-698F20.3	0.3	0.2	0.2	0.7	0.5	0.5	0.6	0.3	0.3
ENSG00000258053	CTD-2021H9.3	0.2	1	0.1	0.1	0.1	3		0.2	0.2
ENSG00000258056	RP11-644F5.11	3	7	2	6	6	2	5	4	5
ENSG00000258057	BCDIN3D-AS1	0.1	0.3	0.2	0.1		0.1	0.1	0.1	0.1
ENSG00000258068	RP11-328C8.5					0.1				
ENSG00000258072	RP11-554D14.2		0.5							
ENSG00000258077	RP11-114H23.1	3	2	10	0.3	0.1	0.6	2	0.2	5
ENSG00000258081	RP11-384J4.2	0.3	0.3	0.1	0.2	0.2	0.3	0.2	0.3	0.1
ENSG00000258082	RP11-443B7.3	0.1	0.6		0.1	0.3	0.2	0.2	0.1	0.3
ENSG00000258086	RP11-753H16.5		0.2		0.1			0.1	0.1	
ENSG00000258088	RP11-114H23.2	2	1	13	0.2	0.4	0.8	2	0.3	2
ENSG00000258090	RP11-734E19.1		0.1							
ENSG00000258091	RP11-290L1.6		0.1				0.1		0.1	0.1
ENSG00000258092	RP4-816N1.7	0.3	0.4		0.6	0.3		0.1	0.1	0.1
ENSG00000258096	RP11-474P2.2	0.1	0.2	0.1	0.1		0.1	0.1	0.1	
ENSG00000258099	RP11-686G8.2	0.2	0.4	0.2	0.4	0.2	0.3	0.8	0.5	0.2
ENSG00000258101	RP11-977B10.2	0.1	0.3	0.7	0.6	1	0.1	0.1	0.3	0.3
ENSG00000258102	MAP1LC3B2		0.1	0.2						
ENSG00000258104	HIGD1AP9								0.1	
ENSG00000258108	RP11-1028N23.3		0.1							
ENSG00000258111	RP11-43D4.2		0.1							
ENSG00000258115	RP11-89M22.3	1			2					
ENSG00000258116	RP11-493L12.6		0.5	0.1	0.3		0.1	0.1		0.5
ENSG00000258118	RP11-77I22.4					0.1				
ENSG00000258122	RP11-61A14.1		0.1	0.1	0.2	0.2	0.1	0.3	0.3	0.2
ENSG00000258123	RP11-314D7.2	0.2	0.3	0.3	0.2		0.1	0.3	0.1	0.2
ENSG00000258125	RP11-1041F24.1						0.6			
ENSG00000258130	RP11-347C12.3	0.1	0.4			0.1	0.1	0.2	0.3	0.2
ENSG00000258134	RP11-956A19.1			0.1						
ENSG00000258136	RP11-864J10.4	0.3	0.2	0.1	0.7	0.2	0.2	0.2	0.3	0.1
ENSG00000258137	RP11-753H16.3		0.1							
ENSG00000258142	RP11-18O15.1	0.1								
ENSG00000258150	RP11-345J4.3		0.2						0.2	0.1
ENSG00000258153	HSPE1P4									0.1
ENSG00000258168	RP11-588H23.3		0.1	0.1	0.1		0.1			
ENSG00000258170	RP11-263K4.5	0.3	0.2	0.1	0.4			0.4	0.1	0.1
ENSG00000258175	RP11-412H8.2	0.1	0.1			0.2	0.1	0.3	0.1	
ENSG00000258177	RP11-394J1.2		0.1							
ENSG00000258181	RP11-493L12.4	0.1	0.2	0.1		0.6	0.2	1	0.1	0.5
ENSG00000258183	RP11-753N8.1				0.1					
ENSG00000258199	RP11-977G19.5	3	3	2	2	2	3	2	2	3
ENSG00000258203	RP1-228P16.3			0.1						
ENSG00000258210	RP11-478C19.2	0.4	0.3	0.2	0.2	0.2	0.3	0.4	0.4	
ENSG00000258223	PRSS58				0.1					
ENSG00000258225	RP11-136F16.1	0.1	0.2	0.1	0.1	0.1		0.1	0.1	0.1
ENSG00000258230	RP11-511H9.3	0.3					0.1	0.1	0.1	
ENSG00000258231	RP11-362K2.2								0.1	
ENSG00000258232	RP11-161H23.5	0.5	0.5	1	0.7	0.9	0.7	0.7	1	0.7
ENSG00000258240	RP1-46F2.3		0.3		0.1		0.1		0.1	
ENSG00000258245	RP11-114H23.3	1	0.9	11	0.1	0.2	0.6	2	0.4	3
ENSG00000258247	RP11-167N24.6							0.1		
ENSG00000258249	RP11-497G19.3				0.1					
ENSG00000258256	RP11-219B4.5	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.2	0.2
ENSG00000258260	RP11-977G19.14				0.2	0.1			0.1	
ENSG00000258272	RP11-510I5.4				0.1					
ENSG00000258273	RP11-370I10.4				0.6	0.4			0.1	
ENSG00000258279	LINC00592	0.2	1	0.4	0.3	0.4	0.3	0.2		0.4
ENSG00000258282	BTF3P2		0.3		0.2				0.1	
ENSG00000258284	POLR2KP1	0.1	0.4	1	0.3	0.4		0.4	0.2	
ENSG00000258289	CHURC1	4	5	10	6	10	5	9	8	4
ENSG00000258290	BRWD1P2				0.1					
ENSG00000258297	RP11-658F2.8	5	2	2	2	0.8	1	2	2	4
ENSG00000258301	RP11-488C13.5	0.6	2	2	0.9	0.8	1	2	1	2
ENSG00000258302	RP11-981P6.1	0.1	0.1		0.2	0.1	0.1		0.1	
ENSG00000258303	RP11-887P2.6	0.1	0.1		0.1	0.1	0.1	0.2	0.2	0.1
ENSG00000258311	RP11-644F5.10	0.6	0.6	0.1	0.4	0.4	0.5	0.2	1	0.2
ENSG00000258314	CTD-2314B22.1		0.3	0.1						0.2
ENSG00000258315	C17orf49	0.3	0.1	0.4	0.4	0.1	0.2	0.1	0.1	0.3
ENSG00000258317	RP11-603J24.5	0.2	0.1	0.2	0.8		0.4	0.4	0.2	0.1
ENSG00000258323	RP1-267L14.3	0.1	0.2		0.1	0.1				
ENSG00000258325	RP4-816N1.6	0.2	0.5	0.2	0.9	0.2	0.3	0.7	0.1	0.2
ENSG00000258332	RP11-711C17.2				0.2					
ENSG00000258334	RP11-161H23.9	0.1	0.2	0.1	0.2	0.1	0.1	0.1	0.1	
ENSG00000258343	RP11-536G4.2				0.1	0.1			0.1	
ENSG00000258344	RP11-968A15.8	0.4	0.3	0.3	0.3	0.1	0.3	0.4	0.3	0.1
ENSG00000258345	RP11-603J24.6			0.1						
ENSG00000258346	RP11-148B3.2				0.1				0.1	
ENSG00000258352	RP11-23J18.1	0.6	0.1	0.1	0.1	0.1		0.5	0.1	
ENSG00000258354	MIR3180-1					0.1				
ENSG00000258355	RP11-651L5.2	0.1	0.1		0.4	0.3		0.1	0.2	0.1
ENSG00000258357	RP11-778J16.2		0.1							
ENSG00000258359	PCNPP1	0.3	0.8	0.2	0.8	0.2	0.4	0.1	0.3	0.3
ENSG00000258365	RP11-1105G2.3	0.2	0.1	0.3				0.2	0.3	0.1
ENSG00000258366	RTEL1	0.6	0.5	0.8	1	2	1	1	1	0.4
ENSG00000258367	RP11-536C10.3	0.2	0.6	0.6	0.4		0.3	0.3	0.1	0.2
ENSG00000258368	ZNF970P				0.1					0.1
ENSG00000258376	RP4-647C14.2	0.3		0.1	0.1		0.1	0.7	0.5	0.6
ENSG00000258378	RP11-517O13.1	0.1	0.2	0.1	0.1	0.1	0.2		0.3	0.2
ENSG00000258380	RP11-33N16.2									0.1
ENSG00000258384	AC068831.6	0.3	0.3	0.1	0.3	0.2	0.3	0.3	0.1	0.2
ENSG00000258386	RP11-187E13.2		0.1	0.2	0.4	0.4			0.1	0.1
ENSG00000258388	PPT2-EGFL8	0.4	0.2	0.4	0.7	0.3	0.6	0.4	0.4	0.2
ENSG00000258390	RP11-1070N10.4				0.2					0.3
ENSG00000258393	RP11-907D1.2		0.1				0.1			
ENSG00000258400	RP11-831F12.2			0.1						
ENSG00000258402	RP11-516J2.1								0.1	
ENSG00000258404	RP11-1029J19.5	0.1	0.3	0.2	0.4	0.4	0.7	0.2		0.4
ENSG00000258405	ZNF578				0.1		0.1	0.1	0.1	
ENSG00000258408	NT5CP2		0.1			0.1				
ENSG00000258410	RP11-173D3.1	0.3	1	0.1	3	2	2	0.5	1	2
ENSG00000258412	RP11-404P21.5	0.1				0.1	0.1	0.4		0.1
ENSG00000258413	RP11-665C16.6	0.1		0.2	0.1	0.1	0.2			0.2
ENSG00000258414	RP11-356O9.1		0.1	0.1	0.1			0.4		
ENSG00000258417	RP11-240B13.2		0.2	0.2	0.1		0.9			
ENSG00000258422	RP11-486O13.2		0.1	0.1	0.1	0.1	0.1	0.1	0.1	
ENSG00000258424	RP11-471B22.2	1	1	0.3	2	2	0.6	2	1	1
ENSG00000258425	CTD-2207P18.1		0.1		0.1			0.1		
ENSG00000258427	RBM8B			0.2		0.1				
ENSG00000258428	RP11-1085N6.2	0.1	0.1		0.1	0.1	0.1	0.2	0.1	0.1
ENSG00000258429	PDF	5	4	3	3	8	4	14	7	4
ENSG00000258435	RP11-711D18.2	0.1	0.1				0.1	0.2	0.2	
ENSG00000258439	RP11-173A8.2	0.1	0.1	0.1	0.4	0.2	0.3	0.3	0.3	0.1
ENSG00000258441	LINC00641	0.8	1	2	2	1	0.9	0.4	0.3	0.8
ENSG00000258443	RP3-414A15.11		0.1							
ENSG00000258445	RP11-307P22.1	1	2	0.5	0.6	0.9	1	0.3	1	1
ENSG00000258446	RP11-895M11.2		0.2	0.3	0.1	0.3	0.4	0.6	0.1	0.1
ENSG00000258450	RP11-649E7.7	0.1	0.3		0.3	0.3	0.2	0.8	0.4	
ENSG00000258451	RP11-903H12.3									0.1
ENSG00000258454	RP11-361H10.3	0.2	0.4	0.2	0.1	0.1	0.1	0.1	0.2	0.1
ENSG00000258455	RP11-665C16.5		0.1							
ENSG00000258457	RP11-298I3.4	0.2	2	0.3	1	0.3	0.8	0.7	0.5	2
ENSG00000258458	CTD-2555K7.2	0.3	0.1	0.2	0.1	0.1	0.1	0.1		0.1
ENSG00000258460	RP11-168L7.1		0.1							
ENSG00000258461	RP11-164J13.1	0.2		0.1					0.1	0.1
ENSG00000258462	RP11-831F12.4		0.1							
ENSG00000258466	RP11-1012A1.4		0.1		0.1		0.1	0.1	0.1	0.1
ENSG00000258469	CHMP4BP1	0.2	0.1	0.2	0.3		0.1	0.2		0.1
ENSG00000258471	RP11-84C10.4	0.1	0.2		0.2	0.2	0.1	0.1	0.1	0.1
ENSG00000258472	RP11-192H23.4	2	7	1	2	2	2	2	3	2
ENSG00000258474	RP11-187E13.1		0.2	0.4	0.3	0.2			2	0.3
ENSG00000258477	PPIAP6	1	2	2	2	2	1	0.6	1	2
ENSG00000258479	LINC00640		0.2		0.3		0.1	0.1		
ENSG00000258480	RP11-662J14.2	0.1			0.1	0.1	0.1	0.1	0.1	
ENSG00000258484	SPESP1									3
ENSG00000258488	RP11-467L19.8		0.1	0.1						
ENSG00000258498	DIO3OS	0.3	1				2	1	1	0.1
ENSG00000258500	CTD-2062F14.2	0.1								
ENSG00000258510	RP11-493G17.4							0.1		
ENSG00000258512	LINC00239	0.9	3	0.3	1	1	2	2	0.5	7
ENSG00000258513	RP5-892G5.2	0.1								
ENSG00000258515	RP11-203M5.7	0.5	1	0.3	1	0.3	0.4	0.4	0.2	0.2
ENSG00000258517	RP6-91H8.1						0.1			
ENSG00000258520	RP11-363J20.2	0.1	0.2	0.1	0.2	0.1	0.1	0.3	0.1	0.2
ENSG00000258521	RP11-638I2.9	0.2	0.3	0.2	0.2	0.1	0.2	0.3	0.3	
ENSG00000258524	NT5CP1	0.1		0.1	0.2	0.1		0.1	0.2	0.1
ENSG00000258525	RP11-829H16.3	1	0.1	0.1	0.1					
ENSG00000258526	RP11-111A21.1	0.1	0.2		0.1		0.1	0.2		0.1
ENSG00000258527	ASB9P1	0.1		0.1				0.1		
ENSG00000258531	BANF1P1		0.1			0.1		0.1	0.1	
ENSG00000258534	CTD-2134A5.4	0.3	0.1		0.1		0.3	1	1	2
ENSG00000258535	RP11-280K24.4									0.1
ENSG00000258537	FRMD6-AS2		0.1							
ENSG00000258539	RP11-12J10.3		0.1	0.2	0.1	0.1		0.1	0.1	0.3
ENSG00000258545	RHOXF1-AS1	0.1	0.2		0.1		0.1	0.1	0.1	0.1
ENSG00000258550	OR7E106P						0.1			
ENSG00000258551	CRAT37		0.1		0.1					
ENSG00000258553	RP11-16B13.1		0.2	0.1				0.1		
ENSG00000258556	CTD-2568P8.1						0.1			0.1
ENSG00000258558	RP11-159L20.2								0.1	
ENSG00000258559	AC005519.4	0.4	0.5	0.5	2	0.5	0.6	0.8	0.7	0.4
ENSG00000258561	RP11-72M17.1	0.1			0.2	0.1	0.1	0.1		
ENSG00000258565	BLZF2P			0.1				0.1		
ENSG00000258568	RHOQP1	0.8	1	0.7	0.9	1	1	2	2	1
ENSG00000258571	PTTG4P		0.1		0.2	0.1		0.1		
ENSG00000258572	RP11-1070N10.3				0.2					0.1
ENSG00000258576	CTD-2644I21.1			0.2				0.1	0.1	0.1
ENSG00000258581	RP11-638I2.10			0.3	0.2	0.1		0.1		
ENSG00000258582	RP11-44L9.1						0.1			
ENSG00000258586	RP5-1021I20.2				0.1					
ENSG00000258590	NBEAP1		0.1							
ENSG00000258591	RP11-545M17.3	0.1	0.1	0.3		0.1		0.1	0.1	0.2
ENSG00000258592	RP11-108M12.3	0.1	0.7	0.2		0.1	0.1	0.3	0.1	0.6
ENSG00000258593	CTD-3051D23.4	0.2	0.2	0.1	0.1	0.2	0.1	1	0.7	0.1
ENSG00000258595	RP11-371E8.2						0.1			
ENSG00000258599	RP11-84C10.1		0.2			0.3		0.2	0.2	0.2
ENSG00000258602	RP11-7F17.7		0.4	0.6	0.3	0.4	0.9	2	0.2	1
ENSG00000258603	RP3-414A15.10	0.1				0.2	0.4		0.3	0.1
ENSG00000258608	DNAJC19P9	0.3	0.2	1	0.6	0.2	0.5	0.2	0.4	0.5
ENSG00000258609	LINC-ROR	0.1	0.1	0.3	7	1	4	0.1		
ENSG00000258611	RP11-368J22.2	0.1	0.1				0.1			
ENSG00000258613	RPL21P7								0.2	0.3
ENSG00000258615	RP11-725G5.3	0.1	0.1			0.1	0.1	0.3	0.1	0.2
ENSG00000258616	RP11-369C8.1	1								
ENSG00000258620	RP11-362L22.1			0.1						
ENSG00000258623	CTD-2325P2.3	0.2	0.4	0.4	0.5	0.6	0.3	0.3		1
ENSG00000258626	COX7A2P1	0.1	0.2	0.1	0.5	0.1	0.3	0.1	0.1	
ENSG00000258631	RP11-739G5.1									0.1
ENSG00000258633	RP11-857B24.1	0.1	0.1	0.2	0.2				0.1	0.2
ENSG00000258634	RP4-773N10.4	2	2	3	0.8	2	1	1	1	1
ENSG00000258638	RP11-395B20.2		0.2							
ENSG00000258640	RPL21P5									0.1
ENSG00000258642	RP11-219E7.2		0.1				0.1			
ENSG00000258643	BCL2L2-PABPN1	0.3	0.4	0.8	0.4	0.3	0.3	0.4	0.2	0.3
ENSG00000258644	SYNJ2BP-COX16	0.1	0.2	0.4	0.2	0.1	0.1	0.2	0.3	0.3
ENSG00000258645	HSPE1P2							0.1	0.2	
ENSG00000258646	RP11-950C14.3	0.2	0.6		0.4	0.1	0.3	0.6	0.5	
ENSG00000258648	UBE2CP1		0.1	0.1	0.1	0.1		0.1	0.1	
ENSG00000258649	CTD-2142D14.1		0.1		0.2	0.1	5	0.1		
ENSG00000258651	RP11-545M17.1		0.1	0.1				0.1		0.1
ENSG00000258653	RP5-1021I20.4				0.1			0.1		
ENSG00000258655	ARHGAP5-AS1	0.6	4	12	2	1	2	4	2	4
ENSG00000258657	RP11-104E19.1						0.1	1		
ENSG00000258658	RP11-517O13.3	0.1	0.1		0.1	0.2	0.1	0.4	0.1	0.1
ENSG00000258659	TRIM34	0.5	0.6		0.1	0.1		0.2	0.2	0.2
ENSG00000258661	RP11-964E11.2	0.1								
ENSG00000258667	HIF1A-AS2	0.1	0.3	0.3	2	0.4	0.2	0.3		0.4
ENSG00000258670	RP11-1042B17.3		0.1	0.1	0.1					
ENSG00000258673	LINC01397		0.4		0.1		0.1		0.1	
ENSG00000258674	CTC-260F20.3	0.7	0.4	0.7	0.8	1	0.7	0.6	2	0.4
ENSG00000258676	RP11-386M24.3	0.1					0.1			
ENSG00000258679	RP11-74M13.4	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
ENSG00000258682	CTD-2002H8.2	1	1	0.3	2	1	1	3	2	0.4
ENSG00000258684	BMS1P16	0.1	0.3	0.1	0.2	0.1	0.2	0.1	0.1	0.2
ENSG00000258687	RP11-218E20.2							0.1		
ENSG00000258689	LINC01269	0.6	1		0.1	3	3	1	0.6	2
ENSG00000258690	RP11-81F13.1			0.1						
ENSG00000258691	RP11-404P21.8	0.1	0.1				0.1	0.1		0.1
ENSG00000258694	RP11-1033H12.1						0.1			0.1
ENSG00000258695	RP3-414A15.2	0.1	0.2	0.1	0.2	0.2			0.1	0.1
ENSG00000258698	RP11-589M4.3				0.1					
ENSG00000258699	RP11-356K23.2									0.1
ENSG00000258701	LINC00638	0.1	0.6	0.6	1	0.8	0.9	0.5	0.9	1
ENSG00000258702	RP11-433J8.1	0.1	0.1		0.1		0.1	0.1	0.1	0.1
ENSG00000258704	SRP54-AS1	0.2	0.4	0.7	1	0.1	0.1	0.3	0.4	0.3
ENSG00000258708	SLC25A21-AS1	0.2	0.8	1	0.3		0.4	1	0.1	0.6
ENSG00000258711	RP11-218E20.3	0.3	2	0.2	0.4	0.3	0.4	1	0.4	0.3
ENSG00000258713	C20orf141		0.4							
ENSG00000258717	RP11-566J3.2			2					0.1	0.2
ENSG00000258724	CTD-2135J3.4						0.1			
ENSG00000258725	PRC1-AS1	0.2	0.2	0.1	0.3	0.2	0.1	0.2	0.1	0.1
ENSG00000258727	RP11-66N24.3	0.7	0.6	0.4	2	0.6	0.6	0.5	0.3	0.6
ENSG00000258732	RP11-603B24.1		0.9	5						
ENSG00000258733	CTD-2341M24.1	0.1	0.3				0.2			
ENSG00000258735	LINC00637		0.1							
ENSG00000258736	RP11-982M15.7		0.1	0.1	0.2	0.1		0.1	0.2	0.1
ENSG00000258738	RP11-73E17.2	0.9	0.6	0.5	0.7	1	0.6	1	0.7	2
ENSG00000258741	RP11-386M24.4	0.4	0.6	0.3	0.3	0.5	0.4	0.4	0.7	0.5
ENSG00000258743	RP11-406A9.2		0.3							
ENSG00000258744	RP11-80A15.1	0.2	0.1	0.1	0.3	0.3	0.1		0.2	0.5
ENSG00000258745	RP11-218E20.5	0.1	0.1	0.2		0.1	0.2	0.4		
ENSG00000258748	CTD-2223O18.1		0.2	0.4		0.2		0.4		0.1
ENSG00000258752	RP11-356K23.1		0.1					0.1		
ENSG00000258754	LINC01579		0.1							0.1
ENSG00000258759	RP11-1012A1.7		0.1							
ENSG00000258760	CTD-2509G16.5	0.1	0.4		0.1	0.1	0.3		0.1	0.1
ENSG00000258765	RP11-692C24.2	0.3	0.5	0.8	0.5	0.3	0.3	0.6	0.4	0.5
ENSG00000258768	CTD-2292M16.8	0.3	0.2	0.6	0.1	0.2	0.2	0.1	0.1	0.5
ENSG00000258769	RAP1AP	0.1	0.4		0.4	0.2	0.2	0.6	0.1	0.1
ENSG00000258773	RP11-255M2.2				0.1					
ENSG00000258777	HIF1A-AS1	0.1	0.1	0.1	0.2	0.5	0.3	0.7	0.2	0.3
ENSG00000258778	RP11-804M7.1	0.2	0.2	0.2	0.2	0.2	0.2	0.3	0.3	0.3
ENSG00000258780	BMS1P15	0.1	0.2	0.2	0.2	0.2	0.1	0.2	0.1	0.2
ENSG00000258781	RP11-496I2.4			0.1						
ENSG00000258784	RP11-813I20.2			0.1						
ENSG00000258788	RP11-404P21.9	0.3	0.4			0.2	2	0.8		2
ENSG00000258789	RP11-507K2.3	0.1	0.6	0.6	0.7	0.2	0.3	0.4	0.3	0.4
ENSG00000258790	RP11-561B11.2	0.1	0.1		0.1		0.1	0.1		
ENSG00000258791	LINC00520		0.1		0.1					
ENSG00000258792	RP11-944C7.1	0.3	0.3	0.1	0.2	0.2	0.3	0.2	0.3	0.2
ENSG00000258793	RP11-404P21.3		0.1				0.4	0.1		
ENSG00000258794	DUX4L27	0.1	0.6							0.1
ENSG00000258798	RP11-895M11.3	0.2	0.1		0.2	0.4	0.6	0.8	0.3	0.8
ENSG00000258802	RP11-589M4.2	0.2	0.2			0.1		0.1		
ENSG00000258806	OR11H7		1	0.1	0.1					0.7
ENSG00000258807	RP11-1152H15.1		0.2		0.3	0.1	0.1		0.1	0.1
ENSG00000258808	RP11-255G12.3	0.1	0.6		1	0.1		0.3		
ENSG00000258809	CTD-2555O16.1		0.2		0.1	0.1		0.1		
ENSG00000258811	CTD-3051D23.1			0.1		0.1		0.1		
ENSG00000258812	TRAV33							0.1		
ENSG00000258813	RP11-109N23.4	0.2	0.3	0.2	0.2	0.4		0.6	0.2	0.6
ENSG00000258815	RP11-408B11.2		0.2							
ENSG00000258818	RNASE4		0.1		0.1	0.1	0.1			
ENSG00000258819	RP11-7F17.3		0.1							
ENSG00000258820	RP11-293M10.2		0.1	0.1				0.1		
ENSG00000258823	CTD-2555K7.3			0.1						0.1
ENSG00000258824	CTD-2555O16.2	0.1	1	0.2	1	1	2	1	0.4	1
ENSG00000258825	AL133168.3		0.1		0.1	0.1	0.1	0.5		
ENSG00000258829	CTD-2243E23.1				0.1					
ENSG00000258830	RP11-123K3.4		0.1							
ENSG00000258837	CTD-2566J3.1		0.1	4				0.2	0.1	
ENSG00000258838	ERCC6-PGBD3		0.2	0.3	0.1	0.1	0.4	0.1		0.1
ENSG00000258839	MC1R	0.5	1	2	2	4	0.6	1	3	0.5
ENSG00000258844	RP11-259K15.2					0.1				
ENSG00000258851	RP11-894P9.2	0.1	0.1	0.1	0.3	0.1	0.1	0.5	0.1	
ENSG00000258857	RP11-247L20.3	0.2	0.2	1	0.2	0.4	0.2	0.2	0.4	
ENSG00000258858	RP11-982M15.5		0.1		1	0.3	0.2	0.2	0.6	0.2
ENSG00000258859	RP11-594C13.1		0.1							
ENSG00000258860	RP11-561B11.3				0.1					
ENSG00000258870	EIF4EBP1P1	0.1			0.1			0.2		
ENSG00000258872	FDPSP3							0.1		
ENSG00000258875	CTD-2547L24.3	0.2	0.1		0.2	0.1	0.1	0.1	0.1	0.6
ENSG00000258876	RP11-270M14.5	0.1		0.1		0.1		0.1		
ENSG00000258878	CTD-2509G16.3	0.1	0.6		0.1		0.3			0.2
ENSG00000258881	AC007040.11		0.1	0.3	0.2		0.1		0.1	
ENSG00000258882	CTD-2277K2.1	0.2	0.6					0.3		0.1
ENSG00000258884	CTD-3035D6.2	0.3	1	0.4	2	0.5	0.5	0.5	0.8	0.8
ENSG00000258886	HIGD1AP17		0.1							
ENSG00000258887	RP11-388E23.3									0.1
ENSG00000258888	RP11-326A13.1									0.1
ENSG00000258890	CEP95	6	4	3	3	2	3	3	6	4
ENSG00000258891	RP5-1021I20.5	0.1	0.1		0.1	0.1	0.1	0.1	0.1	
ENSG00000258892	RP11-193F5.1				0.1					
ENSG00000258896	SCOCP1	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.2	
ENSG00000258897	EGLN3-AS1		0.1					0.1		0.1
ENSG00000258900	HNRNPCP1	0.9	0.7	4	3	0.7	0.9	2	1	0.9
ENSG00000258902	CTD-2128A3.2				0.2		0.1		0.1	
ENSG00000258904	RP11-638I2.2	0.4	0.4	0.2	0.6	0.4	0.1	0.8	0.4	0.1
ENSG00000258910	RP11-19E11.1				1				0.6	0.4
ENSG00000258914	CTD-2134A5.3	0.5					1	3	4	2
ENSG00000258917	ZMYND19P1		0.1	0.1				0.1		
ENSG00000258918	RP11-219E7.4		0.1							
ENSG00000258919	RP11-1029J19.4		0.4	0.2	0.6	0.4	1	0.1	0.2	0.9
ENSG00000258920	FOXN3-AS1	0.4	2	2	2	0.7	0.8	3	0.2	2
ENSG00000258922	CTD-2313J17.1		0.1	0.1		0.1	0.1	0.1	0.2	0.1
ENSG00000258925	NPM1P5						0.1			
ENSG00000258926	RP11-47I22.1		0.2			0.1	0.1	0.2		
ENSG00000258927	RP11-1070N10.5		0.4							
ENSG00000258930	RP5-1163L11.2					0.1				
ENSG00000258932	CTD-3006G17.2	0.1	0.4			0.1	0.1	0.1	0.1	0.1
ENSG00000258935	RP11-1078H9.2				0.1					
ENSG00000258938	RP11-317N8.5	0.3	2	0.3	0.6	0.4	0.4	0.6	0.5	0.5
ENSG00000258940	RP11-407N17.5	0.2	0.4	0.2	0.2	0.2	0.2	0.5	0.4	0.2
ENSG00000258941	RP11-407N17.3								0.1	
ENSG00000258942	RP11-255G12.2		0.1		0.2					
ENSG00000258943	RP11-696D21.2	0.1								
ENSG00000258944	RP4-647C14.3	0.2		0.1	0.1	0.1	0.3	0.1	0.3	0.1
ENSG00000258945	RP11-497E19.2		0.1					0.5		
ENSG00000258947	TUBB3	0.4	4	10	4	2	1	2	1	2
